content_description,author_profile,name,ISBN,score,price,link,press,page,date,author 
,当年明月，副研究员，明史学会会员，青年历史学者，心灵历史开创者，担任国内多家电视台文史类节目主讲人，畅销书作家，所著作品《明朝那些事儿》销量过五百万册，为三十年来最畅销之史学读本，多次获得“新浪图书风云榜”最佳图书、当当网“终身五星级最佳图书”、“卓越亚马逊畅销书大奖”等荣誉，位列全国十大畅销书之一，2007—2008年度系列畅销书第一名，该系列作品已被译为日、韩、英等多国文字出版发行。,明朝那些事儿（柒）：大结局,9787801655998,8.9,29.80元,https://book.douban.com/subject/3626924/,中国海关出版社,324页,2009年,当年明月
"传闻救人性命的雮尘珠成了古滇国献王的陪葬品，摸金校尉深入瘴疠之地，再探古墓奇险。
三人穿过遮龙山下古滇国秘密地下水道，不料遭遇千年痋术机关，成千上万个奴隶制成的“痋俑”像炸弹一样倒悬在洞顶；丛林中夜现“SOS”电码，是曾经葬身此地的飞虎队队员怨魂作崇，还是献王的大祭师设下的迷局？虽然避过传说中最为恐怖的毒物，但在通往献王墓的入口——一个葫芦形的山洞中，却发现了献王喂养至今的活山神。三人一路惊险不断，最终狼狈不堪地逃出葫芦洞，却见眼前一座神话中的宫殿—“我的天啊！”",天下霸唱，原名张牧野，生于七十年代，天津人氏，其作品《鬼吹灯》系列风靡华语世界。,鬼吹灯之云南虫谷,9787539628318,8.0,26.80元,https://book.douban.com/subject/1926103/,安徽文艺出版社,316,2006-11,天下霸唱
"全书由八个短篇组成，分别从八个位于童年、青春期和青年等不同阶段的男性视角出发，以意识和潜意识交接地带的经验为揭示对象，有时荒唐，有时伤感，有时温柔，有时骇人，有时魔幻，却都无限接近真实，接近每个人的内心。
麦克尤恩素来擅长以冷静细腻的笔触打磨幽暗题材，赋予其精妙无双的质感。八个故事各如黑晶棱镜之一面，折射出日常生活中平凡人性所可能误陷的种种魔怔与梦魇。平地与深渊，生与死，真实与玄幻，伦常与变态之间的界限恍若蛛丝般轻薄，看后令人或怅然或倒吸凉气，同时又觉得其魔力不可抗拒。
以如此短薄篇幅，麦克尤恩却惊才遽现，征服了文坛。所录每一篇都可谓杰作，令人过目难忘。此书是阅读和了解这位天才作家的最佳切入点。
《最初的爱情，最后的仪式》是麦克尤恩的处女作与成名作。","伊恩·麦克尤恩，1948年生，英国当代著名作家。1975年以处女作短篇小说集《最初的爱情，最后的仪式》成名，并获次年毛姆奖。此后佳作不断，迄今已出版十几部既畅销又获好评的小说，并荣获过包括布克奖在内的多项文学大奖，也是今后诺贝尔文学奖的大热人选。
译者 潘帕，生化学博士后，后弃研从实业，闲时读书，著有《虚构即真实》博客一处，并译有《芒果街上的小屋》、《神谕之夜》、《圣诞忆旧集》和《沉溺》。",最初的爱情 最后的仪式,9787305063749,8.0,22.00元,https://book.douban.com/subject/4011440/,南京大学出版社,199,2010-2,[英]伊恩·麦克尤恩
,,傲慢与偏见,9787532719112,9.0,11.00元,https://book.douban.com/subject/1401841/,上海译文出版社,291,1996-12,[英]简·奥斯汀
,村上春树（1949- ），日本小说家。曾在早稻田大学文学部戏剧科就读。1979年，他的第一部小说《听风之歌》问世后，即被搬上了银幕。随后，他的优秀作品《1973年的弹子球》、《寻羊冒险记》、《挪威的森林》等相继发表。他的创作不受传统拘束，构思新奇，行文潇洒自在，而又不流于庸俗浅薄。尤其是在刻画人的孤独无奈方面更有特色，他没有把这种情绪写成负的东西，而是通过内心的心智性操作使之升华为一种优雅的格调，一种乐在其中的境界，以此来为读者，尤其是生活在城市里的人们提供了一种生活模式或生命的体验。,世界尽头与冷酷仙境,9787532730001,8.6,23.00元,https://book.douban.com/subject/1291809/,上海译文出版社,450,2002-12,[日]村上春树
《神雕侠侣》是金庸作品集之一。其主人公杨过自然而然地走上了非正统的人生道路，入了“道流”。其特点是“至情至性，实现自我”，即把个人的利益、情感、个性及人格尊严置于人生首位，作为首要目标，亦作为待人处事，评价是非的首要原则。书中将杨过对郭靖的杀父之仇与疼惜之恩难以取舍的复杂心理刻画得维妙维肖；他与“姑姑”小龙女的情感纠葛和他对江湖世事的渴望又令他挣扎不已……,,神雕侠侣,9787108006660,8.8,76.8,https://book.douban.com/subject/1255624/,生活·读书·新知三联书店,1564,1994-5,金庸
"你还没有试过，到大学路的麦当劳，点一杯大可乐，与两份薯条的约会方法吗？那你一定要读目前最抢手的这部网络小说——《第一次的亲密接触》。
由于这部小说在网络上一再被转载，使得痞子蔡的知名度像一股热浪在网络上延烧开来，达到无国界之境。作者的电子信箱，每天都收到热情的网友如雪片飞来的信件，痞子蔡与轻舞飞扬已成为网络史上最发烧的网络情人。",蔡智恒，网络上的昵称是痞子蔡。1969年11月13日生于台湾嘉义布袋。台湾成功大学水利工程博士。1998年于BBS发表第一部小说《第一次的亲密接触》，造成全球华文地区的痞子蔡热潮。自此以后，左脑创作小说，右脑书写学术论文，独树一格。现于成大担任博士后研究员。主要著作有：《第一次亲密接触》（1998）、《7- Eleven之恋》（1999）、《爱尔兰咖啡》（2000）、《槲寄生》（2001）、《夜玫瑰》（2002）、《亦恕与珂雪》（2004）。,第一次的亲密接触,9787501524044,7.4,12.80,https://book.douban.com/subject/1024217/,知识出版社,224,1999-11-1,蔡智恒
,岩井俊二，作家，导演。1963年1月24日生于日本宫城县仙台市，毕业于横滨国立大学，具有多方面的艺术修养。 在1990年代佳作迭出的“日本新电影运动”中，简单纯粹、深情唯美的《情书》于1995年公映后，引起空前轰动，迅速风靡整个亚洲，并在世界电影的版图中取得无可争议的重要一席。岩井俊二成为日本电影界的首席代表。 此后，岩井俊二创作并执导的更具深度的《燕尾蝶》以及《关于莉莉周的一切》等作品问世后，进一步奠定了他在世界文坛和影坛的地信。他的每一部作品，都成为无数人视听和精神的盛宴，令人久久流连，回味无穷。至今，《情书》中讲述的深沉眷恋和一去不复返的少年往事，已成为亿万人心中珍藏的记忆。而美丽与忧伤的记忆，总是深深唤起我们对真爱与生命的珍视。,情书,9787201048161,8.6,18.00元,https://book.douban.com/subject/1080370/,天津人民出版社,256,2004-7,[日]岩井俊二
,安妮宝贝，自由作家，现居北京。曾任职金融广告网络等行业。已出版短篇小说集《告别薇安》，散文及短篇小说集《八月未央》，长篇小说《彼岸花》，摄影图文集《蔷薇岛屿》。,素年锦时,9787506341011,7.8,27.00元,https://book.douban.com/subject/2256438/,作家出版社,264,2007-9,安妮宝贝（庆山）
"1Q84简体中文版官方网站：http://www.douban.com/minisite/1q84/
今年夏天，属于1Q84年。
在1984年，他们连相遇的机会都没有，只能一面思念着对方，一面孤独地远去。
在1Q84年，他们却决定拯救彼此……
“不管喜欢还是不喜欢，目前我已经置身于这‘1Q84年’。我熟悉的那个1984年已经无影无踪，今年是1Q84年。空气变了，风景变了。我必须尽快适应这个带着问号的世界。像被放进陌生森林中的动物一样，为了生存下去，得尽快了解并顺应这里的规则。”
《1Q84》写一对十岁时相遇后便各奔东西的三十岁男女，相互寻觅对方的故事，并将这个简单故事变成复杂的长篇。我想将这个时代所有世态立体地写出，成为我独有的“综合小说”。超越纯文学这一类型，采取多种尝试。在当今时代的空气中嵌入人类的生命。——村上春树",村上春树 著名作家。 1979年，《且听风吟》出版以来，寂寞忧郁的文字、清淡闲适的情节，尤其是独特新颖的都市感觉的写作文风，令万千读者如痴如醉。随着《挪威的森林》、《舞！舞！舞！》、《海边卡夫卡》等作品的陆续出版，逐渐赢得世界性的崇高声誉，最终形成“村上春树文学山系”。 2009年，集毕生文学之大成的巅峰杰作《1Q84》隆重出版，以席卷之势荣登日本所有畅销榜首，在整个日本、东亚乃至全球都引起巨大反响。正如媒体评论：“如此重大而复杂的题材，几可视为日本文学在新千年的伟大开篇。”,1Q84 BOOK 2,9787544247252,8.4,36.00元,https://book.douban.com/subject/4885241/,南海出版公司,352,2010-6,[日]村上春树
《百年孤独》内容复杂，人物众多，情节离奇，手法新颖。马尔克斯在书中溶汇了南美洲特有的五彩缤纷的文化。他通过描写小镇马孔多的产生、兴盛到衰落、消亡，表现了拉丁美洲令人惊异的疯狂历史。小说以“汇集了不可思议的奇迹和最纯粹的现实生活”荣获1982年诺贝尔文学奖。,"加西亚·马尔克斯（1927一）哥伦比亚作家，记者。生于马格达莱纳省阿拉卡塔卡镇。父亲是个电报报务员兼顺势疗法医生。他自小在外祖父家中长大。外祖父当过上校军官，性格善良、倔强，思想比较激进；外祖母博古通今，善讲神话传说及鬼怪故事，这对作家日后的文学创作有着重要的影响。
加西亚·马尔克斯作品的主要特色是幻想与现实的巧妙结合，以此来反映社会现实生活，审视人生和世界。重要作品有长篇小说《百年孤独》（1967）《家长的没落》（1975）、《霍乱时期的爱情》（1985）等。",百年孤独,9787532706907,8.9,12.70元,https://book.douban.com/subject/1786670/,上海译文出版社,385,1989-10,[哥伦比亚]加西亚·马尔克斯
《洛丽塔》原著问世五十年来第一部中文全译本。纳博科夫最著名最有争议的小说杰作。,"弗拉基米尔·纳博科夫（Vladimir Nabokov, 1899-1977），纳博科夫是二十世纪公认的杰出小说家和文体家。1899年4月23日，纳博科夫出生于圣彼得堡。布尔什维克革命期间，纳博科夫随全家于1919年流亡德国。他在剑桥三一学院攻读法国和俄罗斯文学后，开始了在柏林和巴黎十八年的文学生涯。
1940年，纳博科夫移居美国，在威尔斯理、斯坦福、康奈尔和哈佛大学执教，以小说家、诗人、批评家和翻译家身份享誉文坛，著有《庶出的标志》、《洛丽塔》、《普宁》和《微暗的火》等长篇小说。
1955年9月15日，纳博科夫最有名的作品《洛丽塔》由巴黎奥林匹亚出版并引发争议。
1961年，纳博科夫迁居瑞士蒙特勒；1977年7月2日在洛桑病逝。",洛丽塔,9787532738151,7.7,27.00元,https://book.douban.com/subject/1465324/,上海译文出版社,503,2005-12,[美]弗拉基米尔·纳博科夫
"故事以经济飞速发展的上海这座风光而时尚的城市为背景，讲述了林萧、南湘、顾里、唐宛如四个从小感情深厚、有着不同价值观和人生观的女生，先后所经历的友情、爱情，乃至亲情的巨大转变，是一部当下时尚年轻人生活的真实写照。
在一个宿舍朝夕相处的四个女生，开始了找工作实习的忙碌生活，面对巨大生存压力，在看似平静的校园生活相继发生着让她们措手不及、不知如何面对、抉择的事情。
郭敬明在本书中，采用全新的叙述笔调，加入大量时尚元素，随处可见轻松搞笑的对话与内容，时而让人捧腹大笑，时而令人扼腕叹息。","郭敬明，网名：第四维；别名：小四，四崽，四维。2001年因作品《剧本》获得第三届全国新概念作文大赛一等奖，2002年因作品《我们最后的校园民谣》获得第四届全国新概念作文大赛一等奖。
主要作品：《爱与痛的边缘》《幻城》《左手倒影右手年华》《梦里花落知多少》《猜火车》《1995－2005夏至未至》 音乐小说《迷藏》、主编《岛》系列《无极》《悲伤逆流成河》主编《最小说》《N世界》等。",小时代1.0折纸时代,9787535438171,6.5,29.80元,https://book.douban.com/subject/3191328/,长江文艺出版社,301,2008-10,郭敬明
最经典的群众出版社的翻译版本，一经出版，立即风靡成千上万的中国人。离奇的情节，扣人的悬念，世界上最聪明的侦探，人间最诡秘的案情，福尔摩斯不但让罪犯无处藏身，也让你的脑细胞热情激荡，本套书获第一届全国优秀外国文学图书奖。,柯南道尔（1859-1930）生于苏格兰爱丁堡附近的皮卡地普拉斯，父亲是政府建工部的公务员。青海年时期在教会学校学习，的来在爱丁堡大学攻读医学，一八八五年获医学博士学位。一九0二年，因对英国在南非战争的政策辩护而被封爵。,福尔摩斯探案全集（上中下）,9787501408580,9.2,53.00元/68.00元,https://book.douban.com/subject/1040211/,群众出版社,531；706；583,1981-8,[英]阿·柯南道尔
牧羊少年圣地亚哥接连两次做了同一个梦，梦见埃及金字塔附近藏有一批宝藏。少年卖掉羊群，历尽千辛万苦一路向南，跨海来到非洲，穿越“死亡之海”撒哈拉大沙漠……期间奇遇不断，在一位炼金术士的指引下，他终于到达金字塔前，悟出了宝藏的真正所在……,"保罗·柯艾略著名作家，1947出生于巴西里约热内卢，被誉为“上帝身边的伟大作家”。少年时代，因叛逆，被视为精神疾病受到三次电击治疗；青年时代，因反对政治独裁，被投进监狱；1986年，38岁的他踏上去往圣城圣地亚哥之路，心灵顿悟。
从1987年的《朝圣》开始，18部作品以68种文字出版、655个版本全球在160多个国家和地区出版发行，销售总量超过1亿册，荣获国际大奖无数，被誉为“唯一能够与马尔克斯比肩，拥有最多读者的拉美作家”。
柯艾略以博大悲悯的心胸、奇绝独特的视角、清澈如水的文字，将哲学沉思、宗教奇迹、童话寓言熔为一体，感动了全球上至各国政要、国际巨星，下至平民百姓、贩夫走卒在内的数以亿计的读者，甚至目不识丁的人，也对他的文字世界无限神往。2007年，由于其作品的深远影响力，联合国聘请他为联合国和平大使。",牧羊少年奇幻之旅,9787544244190,8.6,25.00元,https://book.douban.com/subject/3608208/,南海出版公司,217,2009-3-1,[巴西]保罗·柯艾略
从明英宗朱祁镇成功复辟的“夺门之变”后写起，叙述了忠奸不分的朱祁镇听信谗言，杀害曾救其于危难之际的大功臣于谦，而这也成为他继“土木堡之变”后在历史上留下的又一大污点，而在他病逝后，相继继位的两位皇帝宪宗和孝宗，一个懦弱不堪无所作为，一个心有余而力不足，撂下的这副重担落在了明代三百年中最能闹的一个皇帝——朱厚照身上，宠八虎，建豹房，自封威武大将军，朝廷中充斥着一幕幕荒唐的闹剧，局势更是动荡不安，这时便引起了一位亘古罕有的文武奇才——王守仁，他清剿盗寇，平定叛王，勇斗奸宦，给后人留下了许多近乎神话的不朽传奇。,当年明月，2006心灵历史开创者，强调写史即写人，写人即写心。以长文《明朝那些事儿》狂飚突起于天涯论坛，后转战新浪，天涯、新浪月点击率均力超百万，引起“明矾”骚乱。相关事件被媒体命名为“明月门”。,明朝那些事儿（叁）,9787505723269,8.9,24.80,https://book.douban.com/subject/2052448/,中国友谊出版公司,273,2007-4,当年明月
"看不見的，是不是就等於不存在？
記住的，是不是永遠不會消失？每一個黃昏過後，大家焦慮地等待，卻再也沒有等到月亮升起。
潮水慢慢平靜下來，海洋凝固成一面漆黑的水鏡，
沒有月亮的夜晚，世界變得清冷幽寂．但是，最深的黑夜即將過去，月亮出來了……",,月亮忘記了,9789577452443,8.6,NT$299,https://book.douban.com/subject/1358873/,格林,114,2000-2-1,幾米
《明朝那些事儿》讲述从1344年到1644年，明朝三百年间的历史。作品以史料为基础，以年代和具体人物为主线，运用小说的笔法，对明朝十七帝和其他王公权贵和小人物的命运进行全景展示，尤其对官场政治、战争、帝王心术着墨最多。作品也是一部明朝政治经济制度、人伦道德的演义。,当年明月，青年历史学者，畅销书作家。专业职称为副研究员，明史学会会员。是心灵历史的开创者，担任国内多家电视台文史类节目主讲人。所著作品《明朝那些事儿》销量过五百万册，为三十年来最畅销之史学读本。,明朝那些事儿（1-9）,9787801656087,9.1,358.20元,https://book.douban.com/subject/3674537/,中国海关出版社,,2009-4,当年明月
《一九八四》和《动物农场》是奥威尔的传世之作，堪称世界文坛上最著名的政治讽喻小说。他在小说中他创造的“老大哥”、“双重思想”、“新话”等词汇都已收入权威的英语词典，甚至由他的姓衍生了一个形容词“奥威尔式”不断出现在报道国际新闻的记者笔下，足见其作品在英语国家影响之深远。“多一个人看奥威尔，就多了一份自由的保障”，有评家如是说。,,一九八四·动物农场,9787532729357,9.3,23.00元,https://book.douban.com/subject/1082387/,上海译文出版社,397,2003-4,[英]乔治·奥威尔
《射雕英雄传》是金庸的代表作之一，作于一九五七年到一九五九年，在《香港商报》连载。《射雕》中的人物个性单纯，郭靖诚朴厚重、黄蓉机智狡狯，读者容易印象深刻。这是中国传统小说和戏剧的特征，但不免缺乏人物内心世界的复杂性。由于人物性格单纯而情节热闹，所以《射雕》比较得到欢迎，被拍成各种语种的电影和电视剧在全球众多国家和地区热播。,金庸（1924- ），当代最为著名的武侠小说作家。他本名查良镛，浙江海宁人，上海东吴法学院毕业。1959年在香港亲手创办明报机构，出版报纸、杂志和图书，1993年退休。先后创作了十五部长篇及短篇的武侠小说，广受欢迎，印量无数。曾获颂多项荣衔，包括2000年获香港特别行政区颁授最高荣誉大紫荆勋章，香港和各国多所大学的荣誉学位、名誉教授、院士。还担任过浙江大学人文学院院长，英国牛津大学汉学研究院高级研究员。,射雕英雄传（全四册）,9787108012586,8.9,47.00元,https://book.douban.com/subject/1044547/,生活·读书·新知三联书店,1263,1999-04,金庸
"青年学生萨尔为追求个性自由，与狄安（以卡萨迪为原型）、玛丽露等一伙男女开车横穿全美，一路狂喝滥饮，耽迷酒色，流浪吸毒，性放纵，在经过精疲力竭的漫长放荡后，开始笃信东方禅宗，感悟到生命的意义。小说主人公及其伙伴沿途搭车或开车，几次横越美国大陆，最终到了墨西哥。
《在路上》体现了作者主张的即兴式自发性写作技巧，并广泛涉及美国社会一文化习俗，都给理解和翻译带来很大困难。","杰克·凯鲁亚克（Jack Kerouac, 1922-1969），1922年3月12日，凯鲁亚克出生于马萨诸塞州洛厄尔，父母为法裔美国人，他是家中幼子。他曾在当地天主教和公立学校就读，以橄榄球奖学金入纽约哥伦比亚大学，结识爱伦·金斯堡、威廉·巴勒斯和尼尔·卡萨迪等“垮掉的一代”。
凯鲁亚克大学二年级退学从事文学创作，并辗转于美国海军和商用航运公司等处。1950年，第一部小说《乡镇和城市》出版。1957年的《在路上》问世后，他成为“垮掉的一代”的代言人，跻身二十世纪最有争议的著名作家行列。他还著有《达摩流浪者》、《地下人》、《孤独的旅人》和《孤独天使》等作品。
1969年10月21日，凯鲁亚克在佛罗里达圣彼得堡去世，享年47岁。",在路上,9787532740260,7.8,28.00元,https://book.douban.com/subject/1917972/,上海译文出版社,394,2006-10,[美]杰克·凯鲁亚克
"《白夜行》姊妹篇   2004年入围第131届直木奖
是什么样的过去，造就了她的魔性？
是什么样的幻影，操纵着他的灵魂？
我们只能走在幻夜的路上，即使四周明亮有如白昼，那也仅是假象。
就算与你共度的每个夜晚都是幻夜，我也愿为你化身为影，至死不渝！
地震之后，宛如人间炼狱的断壁残垣中，水原雅也借机杀了舅舅，却被一神秘女子当场目击，她答应为水原终生保守秘密。
他们相偕前往东京，然而等待他们的，却是从此再无一丝太阳的无边幻夜：凡是接近过她的人，都遭逢厄运；凡是触碰过她过去的人，都不知所踪……
她，到底是谁？","东野圭吾，日本著名作家。
1985年，凭《放学后》获第31届江户川乱步奖，开始专职写作。1999年，《秘密》获第52届日本推理作家协会奖，入围第120届直木奖；此后《白夜行》、《暗恋》、《信》、《幻夜》四度入围直木奖；2006年，《嫌疑人X的献身》史无前例地将第134届直木奖、第6届本格推理小说大奖及当年度三大推理小说排行榜第1名一并斩获。
早期作品多为精巧细致的本格推理，后期笔锋越发老辣，文字鲜加雕琢，叙述简练凶狠，情节跌宕诡异，故事架构几至匪夷所思的地步，擅长从极不合理之处写出极合理的故事，功力之深令世人骇然。",幻夜,9787544245272,7.5,28.00元,https://book.douban.com/subject/4009552/,南海出版公司,424,2009年9月,[日]东野圭吾
,"落落，82年4月生，上海人，编辑，自由撰稿人。
著有长篇小说《年华是无效信》（2005年），短篇小说集《那些生命中温暖而美好的事情》（2005年），长篇小说《尘埃星球》（2007年），随笔集《不朽》（2008年）。",年华是无效信,9787531328865,7.7,20.00元,https://book.douban.com/subject/1227838/,春风文艺出版社,154,2005-2,落落
"★村上春树以《1Q84》向本书致敬
★著名学者刘绍铭经典译本内地首次出版
★62种文字风靡110个国家，全球销量超过5000万册
★《时代周刊》“最好的100本英语小说”
★兰登书屋“100本20世纪最佳英语小说”
★入选英美中学生必读书书目
1936年以来，我所写的每 一部严肃作品，都是直接或间接地反对极权主义，支持我所理解的民主社会主义。 ——乔治•奥威尔（《我为何写作》）
《1984》是一部杰出的政治寓言小说，也是一部幻想小说。作品刻画了人类在极权主义社会的生存状态，有若一个永不褪色的警示标签，警醒世人提防这种预想中的黑暗成为现实。历经几十年，其生命力益显强大，被誉为20世纪影响最为深远的文学经典之一。",,1984,9787530210291,9.3,28.00,https://book.douban.com/subject/4820710/,北京十月文艺出版社,304,2010-4-1,[英]乔治·奥威尔
"《会有天使替我爱你》是一部校园爱情小说，先在网络连载。
小米因为死去男友的心脏移植给了另外一个男孩而转学来到了他所在的学校，这个男孩——尹堂曜同明晓溪所有小说中的男主角一样，高大英俊，家境优越，帅且酷……
小米用尽一切办法去接近尹堂曜，替他写作业、跑1500米……终于，尹堂曜接受了小米并开始同她交往，但有一天，小米突然发现，他死去男友的心脏其实并没有移植到尹堂曜的身上……而尹堂曜也发现了小米接近他的真实目的……",明晓溪，青春言情文学女作家。武汉大学毕业。主编杂志《仙度瑞拉》。已出版作品：《水晶般透明》《冬日最灿烂的阳光》《无往而不胜的童话》《烈火如歌》《烈火如歌２》《会有天使替我爱你》《泡沫之夏》。,会有天使替我爱你,9787801876553,6.6,20.00元,https://book.douban.com/subject/1291760/,新世界出版社,329,2005-5,明晓溪
,南派三叔（1982年2月20日— ），本名徐磊，男，浙江人，现居杭州。超级畅销书作家。他的《盗墓笔记》系列与另一位作家的《鬼吹灯》系列共同开启了中国小说界的“盗墓时代”。,盗墓笔记4,9787505724778,8.4,32.80元,https://book.douban.com/subject/3266344/,中国友谊出版公司,314,2008-11,南派三叔
这是法国十九世纪浪漫派领袖雨果继《巴黎圣母院》之后创作的又一部气势恢宏的鸿篇巨著。全书以卓越的艺术魅力，展示了一幅自1793年法国大革命至1832年巴黎人民起义期间，法国近代社会生活和政治生活的辉煌画卷，最大限度地体现了雨果在叙事方面的过人才华，是世界文学史上现实主义与浪漫主义结合的典范。小说集中反映了雨果的人道主义思想，饱含了雨果对于人类苦难命运的关心和对末来坚定不移的信念，具有震撼人心的艺术感染力。,维克多·雨果（Victor Hugo，1802-1885），19世纪法国浪漫主义文学的代表人物。贯穿他一生活动和创作的主导思想是人道主义、反对暴力、以爱制“恶”。其文学创作有诗歌、小说、戏剧、政论、散文随笔以及文学评论，卷帙浩繁。代表作有长篇小说《巴黎圣母院》、《海上劳工》、《悲 惨世界》及《九三年》等。,悲惨世界（上中下）,9787020017164,8.9,66.00元,https://book.douban.com/subject/1205054/,人民文学出版社,1760,1992-6,[法]雨果
"想 定做一个 刻着“不过如此”的章 到处盖 盖
记录了 23到26岁的一些生活 点滴感受
2007~2010 NOTHING NEW
a journey,through time,with anthony","26yr／183cm／66kg
卧室写字 厨房工作 心中有爱 脚下有风",橙,9787535446794,8.3,28.80元,https://book.douban.com/subject/5327697/,长江文艺出版社,224,2010-10,[英]安东尼
,"龙应台
近年来常驻三个地址：香港沙湾径二十五号滨于海，台北仰德大道白云山庄藏于山，金华街月涵堂隐于市。写作教书兼成立基金会推动全球意识之余，最流连爱做之事，就是怀着相机走山走水走大街小巷，上一个人的摄影课。",孩子你慢慢来,9787108033635,8.8,28.00元,https://book.douban.com/subject/4207781/,生活·读书·新知三联书店,138,2009-12-1,龙应台
"最值得珍藏的怀旧读物，写给年少自己的书，纪念我们共同的青春和成长
您还记得上世纪最后十年的青春是怎样吗？那可是我们独一无二的成长！
那些回不去的年少时光》以真挚的感情，真实的细节，讲述了一段发生在那个年代精彩扣人的青春和爱——少女罗琦琦天性桀骜，从不妥协。青春期的她游走在两种截然不同的世界里：作业、考试、小团体的校园；游戏机房、歌舞厅、小混混斗殴泡妞的社会。她看着中国第一代歌舞厅开起来，第一批港台娱乐来到身边……
每个人的生活和思想都发生着剧变。她和伙伴们分享着甜蜜、忧伤、彷徨、迷惑……在本书中，你可以看到所有你曾热爱却正在遗忘的人和事，更可以看到属于自己的青春和成长。","ABOUT 桐华： “大漠孤烟直，长河落日圆”是从小惯看的景色。向往着“小桥流水人家”，工作后索性跑到南方，领略一番芭蕉夜雨，薄暮昏冥。
现定居美国。一直觉得人生不管是“大江东去，浪淘尽”，还是“杨柳岸，晓风残月”都该体会经历。
喜欢沉浸在各色文字世界中，从古龙到席娟，从《红楼梦》到《百年孤独》，来者不拒。
已出版作品：《步步惊心》《大漠谣》《云中歌》《被时光掩埋的秘密》
博客地址：http://blog.sina.com.cn/xiaosanju",那些回不去的年少时光,9787539931494,8.5,23.80元,https://book.douban.com/subject/4231381/,江苏文艺出版社,268,2010-01,桐华
,,海贼王,9789882075696,9.5,7.50元,https://book.douban.com/subject/1474773/,浙江人民美术出版社,100,2007-11,[日]尾田荣一郎
,"1983年出生，狮子座。社会学硕士。
    代表作：《西决》《告别天堂(2010年修订版)》
    新作：《东霓》全国热卖中",东霓,9787535445582,8.1,26.80元,https://book.douban.com/subject/4874131/,长江文艺出版社,238,2010-7-1,笛安
,"张爱玲（1920年9月30日-1995年9月8日）
张爱玲主要作品
散文集《流言》、散文小说合集《张看》、中短篇小说集《传奇》、长篇小说《倾城之恋》、《半生缘》、《赤地之恋》。晚年从事中国文学评价和《红楼梦》研究。
说张爱玲是中国文学史上的一个“异数”当不为过。文字在她的笔下，才真正的有了生命，直钻进你的心里去。喜欢张爱玲的人对她的书真是喜欢，阅读的本身就能给读书的人莫大的快感。阅读的快乐只有在她那里才可以得到，至少对我是这样。读别的书你或许能知道道理，了解知识，得到震撼，但是只有读张爱玲的文章你才是快乐的。即便是有点悲剧意味的《十八春》依然如此！",金锁记,9788781074519,8.5,13.5元,https://book.douban.com/subject/3017857/,哈尔滨出版社,172,2005-6,张爱玲
,,小时代2.0虚铜时代,9787535441041,6.3,26.80元,https://book.douban.com/subject/4038164/,长江文艺出版社,263,2010-1,郭敬明
上接第三部，从嘉靖即位、“议礼之争”开始。嘉靖皇帝借“议礼之争”清除了一批前朝旧臣，总揽大权。此后他的生活日渐腐化，一心想得道成仙，国家大事抛诸脑后，奸相严嵩因此得以长期把持大权。同时大明财政空虚，兵备废弛，东南沿海的倭寇和北方的蒙古成为明朝的心腹大患。因此本书主要讲述了朝廷的权力之争和边疆的抗倭斗争。,当年明月，青年历史学者，畅销书作家。专业职称为副研究员，明史学会会员。是心灵历史的开创者，担任国内多家电视台文史类节目主讲人。所著作品《明朝那些事儿》销量过五百万册，为三十年来最畅销之史学读本。,明朝那些事儿（肆）,9787505723788,8.8,24.80,https://book.douban.com/subject/2253642/,中国友谊出版公司,305,2007-9,当年明月
"朋友老痒出狱，给刚从西礁海底墓归来、在家赋闲没有几日的主人公——“我”带来一个惊人的消息：诡异的六角铃铛，古老的厍族，巨大的青铜树，遥远的秦岭腹地……“我”不由得跃跃欲试。
接下来，“我”和老痒二人孤身深入到神秘莫测的秦岭探险。但前方等待着他们的又是什么？——各种诡异事物接踵而来，哲罗鲑，黄泉瀑布，尸阵，麒麟竭，烛九阴……
这棵巨大的青铜树究竟是做什么用的？是一棵许愿树，还是一个少数民族的图腾？他们到底能不能找到真正的答案？
探险的过程充满了人性的挣扎和努力，可怖的人物与可憎的面孔交织出现。最后，是一个让人瞠目结舌，超乎所有想象都无法猜透，却又似乎真实可信的结局……",南派三叔（1982年2月20日— ），本名徐磊，男，浙江人，现居杭州。超级畅销书作家。他的《盗墓笔记》系列与另一位作家的《鬼吹灯》系列共同开启了中国小说界的“盗墓时代”。,盗墓笔记2,9787505723306,8.2,26.80元,https://book.douban.com/subject/2057285/,中国友谊出版公司,264,2007-4,南派三叔
古斯塔夫・勒庞 Gustave Le Bon(1841-1931) 法国著名社会心理学家。他自1894年始，写下一系列社会心理学著作，以本书最为著名；在社会心理学领域已有的著作中，最有影响的，也是这本并不很厚的《乌合之众》。古斯塔夫・勒庞在他在书中极为精致地描述了集体心态，对人们理解集体行为的作用以及对社会心理学的思考发挥了巨大影响。《乌合之众--大众心理研究》在西方已印至第29版，其观点新颖，语言生动，是群体行为的研究者不可不读的佳作。,古斯塔夫・勒庞 Gustave Le Bon(1841-1931) 法国著名社会心理学家。他自1894年始，写下一系列社会心理学著作，以本书最为著名，被 翻译成近二十种语言，至今仍在国际学术界有广泛影响。,乌合之众,9787801093660,8.3,16.00元,https://book.douban.com/subject/1012611/,中央编译出版社,183,1998-01,[法]古斯塔夫·勒庞
